21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,3.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,3.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,2.0
21.0,3.0
21.0,1.0
21.0,2.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,3.0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,5.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,3.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,2.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,3.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,3.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,5.0
21.0,0
21.0,0
21.0,1.0
21.0,3.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,2.0
21.0,1.0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,3.0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,0
21.0,3.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,3.0
21.0,1.0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,4.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,2.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,3.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,2.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,3.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,2.0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,2.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,3.0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,2.0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,3.0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,0
21.0,0
21.0,2.0
21.0,3.0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,0
21.0,1.0
21.0,1.0
21.0,0
21.0,0
